month,day,year,region,site,burn_year,transect,plot,book,species,height_cm,basal_diameter_cm,age,safe_site,radius_m,area_sampled_m2,notes
july,8,2018,Cherskiy,CN,2001,2,25,Siberia_2018_1,Larix cajanderi,34,0.84,7,no,2,12.5663706143592,radius not specified and assumed to be 2 m
july,15,2018,Yakutsk,Duck,2002,NA,p10,Yakutsk_2018_1,Larix cajanderi,34,0.37,11,no,2,12.5663706143592,NA
july,15,2018,Yakutsk,Duck,2002,NA,p7,Yakutsk_2018_1,Larix cajanderi,34.5,0.22,9,hummock,2,12.5663706143592,NA
june,25,2018,Cherskiy,CN,2001,1,100,Siberia_2018_1,Larix cajanderi,35,0.6,5,no,2,12.5663706143592,age from core
june,30,2018,Cherskiy,Gonzo,2001,3,200,Siberia_2018_1,Larix cajanderi,35,0.62,3,no,2,12.5663706143592,NA
july,15,2018,Yakutsk,Duck,2002,NA,p6,Yakutsk_2018_1,Larix cajanderi,36,0.3,9,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,36.5,0.3,8,hummock,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,-25a,Siberia_2019_5,Larix cajanderi,36.8,0.35,10,hummock,2,12.5663706143592,NA
july,3,2018,Cherskiy,Shark,2010,1,75,Siberia_2018_1,Larix cajanderi,37,0.58,4,no,2,12.5663706143592,only 3 recruits measured even though 5 total recruits
june,10,2019,Yakutsk,FRK,2002,1,50,Siberia_2019_1,Larix cajanderi,37,0.6,10,no,2,12.5663706143592,NA
june,30,2018,Cherskiy,Gonzo,2001,3,50,Siberia_2018_1,Larix cajanderi,37,0.87,5,no,2,12.5663706143592,NA
july,3,2018,Cherskiy,Shark,2010,3,150,Siberia_2018_1,Larix cajanderi,37,0.6,4,no,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,75,Siberia_2019_1,Larix cajanderi,37,0.45,10,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p13,Yakutsk_2018_1,Larix cajanderi,37,0.35,8,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p17,Yakutsk_2018_1,Larix cajanderi,37,0.39,7,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p17,Yakutsk_2018_1,Larix cajanderi,37,0.32,7,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Larix cajanderi,37.6,0.42,7,hummock,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p17,Yakutsk_2018_1,Larix cajanderi,38,0.65,7,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p13,Yakutsk_2018_1,Larix cajanderi,39,0.35,8,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p17,Yakutsk_2018_1,Larix cajanderi,39,0.43,7,no,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,150,Siberia_2019_5,Larix cajanderi,39.5,0.48,5,hummock,2,12.5663706143592,NA
june,25,2018,Cherskiy,CN,2001,1,100,Siberia_2018_1,Larix cajanderi,40,0.7,5,no,2,12.5663706143592,top dead; age from core
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,40,0.35,7,no,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Larix cajanderi,40,0.4,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
july,15,2018,Yakutsk,Duck,2002,NA,p6,Yakutsk_2018_1,Larix cajanderi,40,0.35,8,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p16,Yakutsk_2018_1,Larix cajanderi,40,0.6,6,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p22,Yakutsk_2018_1,Larix cajanderi,40,0.33,7,no,2,12.5663706143592,not on safe site but somewhat hummocky
june,23,2019,Cherskiy,ANS,2003,3,-25b,Siberia_2019_5,Larix cajanderi,41.5,0.46,6,no,2,12.5663706143592,NA
june,9,2019,Yakutsk,FRK,2002,1,-25,Siberia_2019_1,Larix cajanderi,42,0.57,7,no,2,12.5663706143592,all heights measured in cm; count was originally 3 seedlings but one was later determined from aging wood slab to not be an actual recruit so was removed from dataset
june,14,2019,Yakutsk,ROB,2002,2,25,Siberia_2019_1,Larix cajanderi,42,0.65,6,no,2,12.5663706143592,NA
june,22,2019,Cherskiy,ANS,2003,1,75,Siberia_2019_5,Larix cajanderi,42.2,0.73,6,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,42.5,0.55,7,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,2,-50,Siberia_2019_1,Larix cajanderi,43,0.43,NA,no,2,12.5663706143592,decided to only record age of seedlings on transect 1 because it was taking too long; only plot sampled on this transect; decided not to continue sampling here
july,3,2018,Cherskiy,Shark,2010,3,50,Siberia_2018_1,Larix cajanderi,43,0.45,5,no,1,3.14159265358979,NA
july,16,2018,Yakutsk,Duck,2002,NA,p18,Yakutsk_2018_1,Larix cajanderi,43,0.33,8,no,1,3.14159265358979,NA
june,13,2019,Yakutsk,Korova,2002,1,150,Siberia_2019_1,Larix cajanderi,43.5,0.51,5,hummock,2,12.5663706143592,NA
june,9,2019,Yakutsk,FRK,2002,1,25,Siberia_2019_1,Larix cajanderi,44,0.48,8,no,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,75,Siberia_2019_1,Larix cajanderi,44.5,0.55,5,hummock,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,100,Siberia_2019_5,Larix cajanderi,44.5,0.81,9,hummock,2,12.5663706143592,NA
june,9,2019,Yakutsk,FRK,2002,1,25,Siberia_2019_1,Larix cajanderi,45,0.32,9,no,2,12.5663706143592,NA
june,30,2018,Cherskiy,Gonzo,2001,3,50,Siberia_2018_1,Larix cajanderi,45,0.75,4,no,2,12.5663706143592,NA
july,2,2019,Cherskiy,HR,1990,2,50,Siberia_2019_8,Larix cajanderi,45.5,0.62,8,no,2,12.5663706143592,NA
july,3,2018,Cherskiy,Shark,2010,1,75,Siberia_2018_1,Larix cajanderi,46,0.59,4,no,2,12.5663706143592,only 3 recruits measured even though 5 total recruits
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,47,0.67,7,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,47,0.6,4,hummock,2,12.5663706143592,NA
june,22,2019,Cherskiy,ANS,2003,1,50,Siberia_2019_5,Larix cajanderi,47.8,0.62,6,hummock,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,-25a,Siberia_2019_5,Larix cajanderi,48.5,0.52,12,hummock,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,150,Siberia_2019_1,Larix cajanderi,49,0.95,7,no,2,12.5663706143592,NA
june,22,2019,Cherskiy,ANS,2003,1,75,Siberia_2019_5,Larix cajanderi,49.5,0.75,6,no,2,12.5663706143592,NA
june,29,2018,Cherskiy,Gonzo,2001,2,75,Siberia_2018_1,Larix cajanderi,50,0.8,3,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,50,Siberia_2019_1,Larix cajanderi,52,0.45,9,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,52,0.82,8,hummock,2,12.5663706143592,browsed
july,14,2018,Yakutsk,Duck,2002,NA,p2,Yakutsk_2018_1,Larix cajanderi,52,0.4,9,no,1,3.14159265358979,NA
july,16,2018,Yakutsk,Duck,2002,NA,p15,Yakutsk_2018_1,Larix cajanderi,52,0.56,9,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,52.3,0.43,8,no,2,12.5663706143592,NA
july,14,2018,Yakutsk,Duck,2002,1,25,Yakutsk_2018_1,Larix cajanderi,53,0.33,9,no,1,3.14159265358979,NA
june,13,2019,Yakutsk,Korova,2002,1,75,Siberia_2019_1,Larix cajanderi,54,0.73,5,hummock,2,12.5663706143592,NA
july,3,2018,Cherskiy,Shark,2010,3,300,Siberia_2018_1,Larix cajanderi,54,0.68,4,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,3,75,Siberia_2019_1,Larix cajanderi,54,0.8,6,no,2,12.5663706143592,NA
july,15,2018,Yakutsk,Duck,2002,NA,p8,Yakutsk_2018_1,Larix cajanderi,54,0.6,9,no,2,12.5663706143592,NA
june,25,2018,Cherskiy,CN,2001,1,100,Siberia_2018_1,Larix cajanderi,55,0.7,5,no,2,12.5663706143592,age from core
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,55,0.65,9,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,30,2018,Cherskiy,Gonzo,2001,3,50,Siberia_2018_1,Larix cajanderi,55,0.85,5,no,2,12.5663706143592,NA
july,3,2018,Cherskiy,Shark,2010,3,400,Siberia_2018_1,Larix cajanderi,55,1,6,no,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,3,200,Siberia_2018_1,Larix cajanderi,55.5,0.89,7,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,56,0.64,12,woody_debris,2,12.5663706143592,dw equals downed wood
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,56,0.58,7,hummock,2,12.5663706143592,NA
june,22,2019,Cherskiy,ANS,2003,1,75,Siberia_2019_5,Larix cajanderi,56,0.65,6,hummock,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p18,Yakutsk_2018_1,Larix cajanderi,56.5,0.46,8,no,1,3.14159265358979,NA
june,30,2018,Cherskiy,Gonzo,2001,3,50,Siberia_2018_1,Larix cajanderi,57,0.9,6,no,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,3,200,Siberia_2018_1,Larix cajanderi,57,0.75,7,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,13,2019,Yakutsk,Korova,2002,1,150,Siberia_2019_1,Larix cajanderi,57.5,0.74,5,hummock,2,12.5663706143592,NA
june,9,2019,Yakutsk,FRK,2002,1,25,Siberia_2019_1,Larix cajanderi,58,0.46,10,no,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,150,Siberia_2019_1,Larix cajanderi,58,0.57,8,no,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,-25a,Siberia_2019_5,Larix cajanderi,58.2,0.69,11,no,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,150,Siberia_2019_5,Larix cajanderi,59.2,0.74,6,base_of_tree,2,12.5663706143592,NA
june,22,2019,Cherskiy,ANS,2003,1,50,Siberia_2019_5,Larix cajanderi,60.8,0.75,6,hummock,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p18,Yakutsk_2018_1,Larix cajanderi,61,0.59,8,no,1,3.14159265358979,NA
june,14,2019,Yakutsk,ROB,2002,3,25,Siberia_2019_1,Larix cajanderi,62,0.51,6,no,2,12.5663706143592,most larch recruits have browse evidence at ~70-80 cm high
july,2,2019,Cherskiy,HR,1990,2,75,Siberia_2019_8,Larix cajanderi,62.5,1.08,8,hummock,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,3,100,Siberia_2018_1,Larix cajanderi,62.5,0.55,7,no,2,12.5663706143592,radius not specified and assumed to be 2 m
july,14,2018,Yakutsk,Duck,2002,1,25,Yakutsk_2018_1,Larix cajanderi,63,0.61,9,no,1,3.14159265358979,NA
june,29,2018,Cherskiy,Gonzo,2001,2,75,Siberia_2018_1,Larix cajanderi,65,0.58,3,no,2,12.5663706143592,NA
june,29,2018,Cherskiy,Gonzo,2001,2,75,Siberia_2018_1,Larix cajanderi,65,0.62,3,no,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,25,Siberia_2019_5,Larix cajanderi,65.4,1.04,7,hummock,2,12.5663706143592,NA
july,2,2019,Cherskiy,HR,1990,2,75,Siberia_2019_8,Larix cajanderi,65.5,1.32,8,hummock,2,12.5663706143592,seedling has cones
june,24,2019,Cherskiy,Alnus,1984,1,200,Siberia_2019_5,Larix cajanderi,66,0.85,12,tip_up_mound,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,-25a,Siberia_2019_5,Larix cajanderi,66.5,0.75,9,hummock,2,12.5663706143592,NA
july,3,2018,Cherskiy,Shark,2010,3,25,Siberia_2018_1,Larix cajanderi,67,0.6,4,no_open_moss,0.5,1.5707963267949,NA
july,2,2019,Cherskiy,HR,1990,2,200,Siberia_2019_8,Larix cajanderi,68,1.22,8,hummock,2,12.5663706143592,NA
june,25,2019,Cherskiy,BP,1983,2,25,Siberia_2019_5,Larix cajanderi,68.8,1,10,hummock,2,12.5663706143592,NA
july,2,2019,Cherskiy,HR,1990,2,50,Siberia_2019_8,Larix cajanderi,69.5,1.08,8,no,2,12.5663706143592,NA
july,14,2018,Yakutsk,Duck,2002,NA,p2,Yakutsk_2018_1,Larix cajanderi,69.5,0.78,9,no,1,3.14159265358979,NA
july,14,2018,Yakutsk,Duck,2002,1,25,Yakutsk_2018_1,Larix cajanderi,70,0.85,10,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,75,Siberia_2019_1,Larix cajanderi,70,0.48,8,no,2,12.5663706143592,NA
june,29,2018,Cherskiy,Gonzo,2001,2,150,Siberia_2018_1,Larix cajanderi,70,1.2,7,no,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,2,100,Siberia_2018_1,Larix cajanderi,70,1.18,8,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,30,2018,Cherskiy,Gonzo,2001,3,150,Siberia_2018_1,Larix cajanderi,70,1,2,no,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,150,Siberia_2019_5,Larix cajanderi,70,1.05,8,tussock,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,3,200,Siberia_2018_1,Larix cajanderi,71,1.4,7,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,22,2019,Cherskiy,ANS,2003,1,50,Siberia_2019_5,Larix cajanderi,72,1.39,6,hummock,2,12.5663706143592,NA
june,22,2019,Cherskiy,ANS,2003,1,75,Siberia_2019_5,Larix cajanderi,74.7,1.13,6,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,75,Siberia_2019_1,Larix cajanderi,75,0.7,9,no,2,12.5663706143592,NA
june,30,2018,Cherskiy,Gonzo,2001,3,25,Siberia_2018_1,Larix cajanderi,75,0.95,6,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p17,Yakutsk_2018_1,Larix cajanderi,75,0.93,7,no,2,12.5663706143592,NA
june,9,2019,Yakutsk,FRK,2002,1,-25,Siberia_2019_1,Larix cajanderi,77,1.14,NA,no,2,12.5663706143592,age not recorded; recorder error
july,16,2018,Yakutsk,Duck,2002,NA,p22,Yakutsk_2018_1,Larix cajanderi,78,0.68,7,no,2,12.5663706143592,not on safe site but somewhat hummocky
june,25,2019,Cherskiy,BP,1983,2,75,Siberia_2019_5,Larix cajanderi,79.5,1.33,10,depression,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,80,0.8,12,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,24,2019,Cherskiy,Alnus,1984,1,100,Siberia_2019_5,Larix cajanderi,80,0.9,16,hummock,2,12.5663706143592,NA
june,30,2018,Cherskiy,Gonzo,2001,3,150,Siberia_2018_1,Larix cajanderi,80,1.3,8,no,2,12.5663706143592,NA
june,9,2019,Yakutsk,FRK,2002,1,25,Siberia_2019_1,Larix cajanderi,81,0.65,13,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,200,Siberia_2019_5,Larix cajanderi,81,0.76,12,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p22,Yakutsk_2018_1,Larix cajanderi,81,0.76,7,no,2,12.5663706143592,not on safe site but somewhat hummocky
june,15,2019,Yakutsk,FRK,2002,3,150,Siberia_2019_1,Larix cajanderi,82,0.95,7,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p15,Yakutsk_2018_1,Larix cajanderi,82,0.68,9,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p18,Yakutsk_2018_1,Larix cajanderi,84,0.48,8,no,1,3.14159265358979,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,85,0.9,9,no,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,150,Siberia_2019_1,Larix cajanderi,85,0.83,8,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,85.6,0.75,4,no,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,25,Siberia_2019_1,Larix cajanderi,88,0.85,6,no,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,25,Siberia_2019_5,Larix cajanderi,88.1,0.82,11,hummock,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,75,Siberia_2019_1,Larix cajanderi,89,1.35,6,no,2,12.5663706143592,NA
june,29,2018,Cherskiy,Gonzo,2001,2,50,Siberia_2018_1,Larix cajanderi,90,1.2,6,no,2,12.5663706143592,NA
june,30,2018,Cherskiy,Gonzo,2001,3,150,Siberia_2018_1,Larix cajanderi,90,1.1,1,no,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,75,Siberia_2019_1,Larix cajanderi,90,1.05,9,no,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,150,Siberia_2019_1,Larix cajanderi,91,1.1,4,hummock,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p15,Yakutsk_2018_1,Larix cajanderi,92,1.18,9,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,-25,Siberia_2019_5,Larix cajanderi,92.5,0.77,11,hummock,2,12.5663706143592,NA
july,14,2018,Yakutsk,Duck,2002,1,25,Yakutsk_2018_1,Larix cajanderi,93,0.9,11,no,1,3.14159265358979,NA
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,93,1.2,7,hummock,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p15,Yakutsk_2018_1,Larix cajanderi,93,1.3,9,no,2,12.5663706143592,NA
june,25,2018,Cherskiy,CN,2001,1,100,Siberia_2018_1,Larix cajanderi,95,1.33,7,no,2,12.5663706143592,age from core
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,98,1.51,7,hummock,2,12.5663706143592,browsed
july,2,2019,Cherskiy,HR,1990,2,75,Siberia_2019_8,Larix cajanderi,98,2.01,9,hummock,2,12.5663706143592,seedling has cones
june,14,2019,Yakutsk,ROB,2002,3,25,Siberia_2019_1,Larix cajanderi,98,0.68,6,no,2,12.5663706143592,most larch recruits have browse evidence at ~70-80 cm high
july,2,2019,Cherskiy,HR,1990,2,200,Siberia_2019_8,Larix cajanderi,100,1.66,9,hummock,2,12.5663706143592,seedling has cones
june,30,2018,Cherskiy,Gonzo,2001,3,50,Siberia_2018_1,Larix cajanderi,100,1.2,9,no,2,12.5663706143592,NA
june,25,2018,Cherskiy,CN,2001,1,75,Siberia_2018_1,Larix cajanderi,104,2,12,no,2,12.5663706143592,age from core
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,104,0.64,8,hummock,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,10,2019,Yakutsk,FRK,2002,1,50,Siberia_2019_1,Larix cajanderi,105,0.98,9,no,2,12.5663706143592,NA
july,14,2018,Yakutsk,Duck,2002,NA,p2,Yakutsk_2018_1,Larix cajanderi,105,1.18,9,no,1,3.14159265358979,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,106.5,0.78,8,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,25,Siberia_2019_5,Larix cajanderi,108,0.88,12,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,200,Siberia_2019_5,Larix cajanderi,109,1.63,12,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,25,Siberia_2019_1,Larix cajanderi,109,2,7,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,110,1.1,10,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,150,Siberia_2019_1,Larix cajanderi,110,1.42,11,hummock,2,12.5663706143592,almost all recruits browsed by hare; chose unbrowsed seedlings for measurements
june,15,2019,Yakutsk,FRK,2002,3,25,Siberia_2019_1,Larix cajanderi,113,1.22,6,no,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p22,Yakutsk_2018_1,Larix cajanderi,113,0.9,7,no,2,12.5663706143592,not on safe site but somewhat hummocky
june,23,2019,Cherskiy,ANS,2003,3,25,Siberia_2019_5,Larix cajanderi,114,1.18,8,hummock,2,12.5663706143592,NA
june,25,2018,Cherskiy,CN,2001,1,75,Siberia_2018_1,Larix cajanderi,115,1.8,9,no,2,12.5663706143592,age from core
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,117,1.15,9,hummock,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,24,2019,Cherskiy,Alnus,1984,1,-50,Siberia_2019_5,Larix cajanderi,125,1.84,25,no,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,25,Siberia_2019_1,Larix cajanderi,127,1.45,7,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,150,Siberia_2019_5,Larix cajanderi,127,1.15,21,hummock,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,3,25,Siberia_2019_1,Larix cajanderi,128,1.23,6,no,2,12.5663706143592,"browsed, most larch recruits have browse evidence at ~70-80 cm high"
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,129,1.1,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,130,1,8,hummock,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,130,2.3,11,hummock,2,12.5663706143592,browsed
july,8,2018,Cherskiy,CN,2001,2,25,Siberia_2018_1,Larix cajanderi,130,1.64,8,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,10,2019,Yakutsk,FRK,2002,1,50,Siberia_2019_1,Larix cajanderi,132,1.2,10,no,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,75,Siberia_2019_1,Larix cajanderi,133,1.52,9,no,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,75,Siberia_2019_1,Larix cajanderi,134,1.42,5,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,50,Siberia_2019_5,Larix cajanderi,134,1.79,21,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,75,Siberia_2019_5,Larix cajanderi,134,1.48,22,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,200,Siberia_2019_1,Larix cajanderi,135,0.95,11,no,2,12.5663706143592,only 3 seedlings in recruit plot but measured size and age on 5 seedlings; extra 2 near plot
june,15,2019,Yakutsk,FRK,2002,3,25,Siberia_2019_1,Larix cajanderi,137,1.2,7,tree_root,2,12.5663706143592,root = larch
june,15,2019,Yakutsk,FRK,2002,3,150,Siberia_2019_1,Larix cajanderi,137,1.3,8,no,2,12.5663706143592,NA
june,25,2019,Cherskiy,BP,1983,1,75,Siberia_2019_5,Larix cajanderi,139,2.05,10,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,50,Siberia_2019_5,Larix cajanderi,139.5,1.4,21,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,75,Siberia_2019_1,Larix cajanderi,140,1.45,10,hummock,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p22,Yakutsk_2018_1,Larix cajanderi,142,0.95,8,no,2,12.5663706143592,not on safe site but somewhat hummocky
june,15,2019,Yakutsk,FRK,2002,3,75,Siberia_2019_1,Larix cajanderi,143,1.45,9,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,25,Siberia_2019_1,Larix cajanderi,145,1.95,7,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,150,1.2,9,no,2,12.5663706143592,height recorded in notebook as 1.5 m; entered here as 150 cm
june,29,2018,Cherskiy,Gonzo,2001,2,25,Siberia_2018_1,Larix cajanderi,150,1.6,6,no,2,12.5663706143592,seedling ages obtained in field -  32 seedlings were growing clumped together in a 10x10 cm area! 
june,23,2019,Cherskiy,ANS,2003,3,100,Siberia_2019_5,Larix cajanderi,151.5,1.93,12,hummock,2,12.5663706143592,NA
june,25,2019,Cherskiy,BP,1983,1,75,Siberia_2019_5,Larix cajanderi,152,2.25,10,hummock,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,50,Siberia_2019_1,Larix cajanderi,155,1.4,10,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,3,25,Siberia_2019_1,Larix cajanderi,155,1.38,6,no,2,12.5663706143592,"browsed, most larch recruits have browse evidence at ~70-80 cm high"
june,23,2019,Cherskiy,ANS,2003,3,25,Siberia_2019_5,Larix cajanderi,155,1.54,11,hummock,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,150,Siberia_2019_1,Larix cajanderi,158,1.75,9,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,75,Siberia_2019_5,Larix cajanderi,159,1.7,22,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,150,Siberia_2019_5,Larix cajanderi,160,1.19,21,hummock,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,2,25,Siberia_2018_1,Larix cajanderi,160,2.27,10,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,160,2.45,7,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,25,Siberia_2019_5,Larix cajanderi,163,1.13,20,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,50,Siberia_2019_5,Larix cajanderi,163,1.6,22,hummock,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,75,Siberia_2019_1,Larix cajanderi,165,1.4,9,no,2,12.5663706143592,NA
june,29,2018,Cherskiy,Gonzo,2001,2,75,Siberia_2018_1,Larix cajanderi,170,2.2,9,no,2,12.5663706143592,NA
